title,movie_id,crew,tags
the spy who loved me,691,Lewis Gilbert,"adventure, action, thrillerlondon england, submarine, england, assassination, spy, cairo, terrorist, egypt, mass murder, pyramid, russia, plan murder, secret intellig service, kgb, villain, nuclear missile, tanker, sphinx, sardinien, warhead, jet ski, utopia, murder, shark, killer, british secret service, skiingrussian and british submarin with nuclear missil on board both vanish from sight without a trace. england and russia both blame each other as jame bond tri to solv the riddl of the disappear ships. but the kgb also ha an agent on the case.rog moore, barbara bach, curd jürgen"
urban legend,9877,Jamie Blanks,"horror, thrillercollege, murder, urban legend, slasher, killer, deaththere' a campu killer on the loos who' make urban legends, like the one about eat pop rock and soda at the same time will make your stomach explod and the one about a psycho with an axe step into the backseat of your car at the ga station when not looking, into reality.alicia witt, jare leto, rebecca gayheart"
good deeds,62008,Tyler Perry,"comedy, drama, romanceafrican american, singl mother, fiancé fiancé relationship, corporation, rich man - poor womanbusinessman wesley deed is jolt out of hi script life when he meet lindsey, a singl mother who work on the clean crew in hi offic building.tyl perry, phylicia rashād, thandi newton"
white fang,12227,Randal Kleiser,"action, adventure, drama, familybas on novel, gold, treasure, coffin, human anim relationship, friendship, alaska, shootout, dog, prospector, klondike, yukon, boy dog relationship, gold minerjack london' classic adventur stori about the friendship develop between a yukon gold hunter and the mix dog-wolf he rescu from the hand of a man who mistreat him.klau maria brandauer, ethan hawke, seymour cassel"
superstar,13824,Bruce McCulloch,"comedy, familyorphan mari katherin gallagher, an ugli duckl at st. monica high school, ha a dream: to be kiss soulfully. she decid she can realiz thi dream if she becom a superstar, so her prayers, her fantasies, and her convers with her onli friend focu on achiev super-stardom.molli shannon, will ferrell, elain hendrix"
the iron lady,71688,Phyllida Lloyd,"history, dramacapitalism, prime minister, argentina, margaret thatcher, british oversea territory, war propaganda, british politics, british prime minister, femal politician, falkland war, polit leader, femal prime minister, right wing, falklands, woman director, 1980sa look at the life of margaret thatcher, the former prime minist of the unit kingdom, with a focu on the price she paid for power.meryl streep, anthoni stewart head, harri lloyd"
jonah: a veggietales movie,15173,"Phil Vischer, Mike Nawrocki","action, adventure, animation, comedy, family, fantasy, romanceget readi as bob the tomato, larri the cucumb and the rest of the veggi set sail on a whale of an adventur in big idea' first full-length, 3-d anim featur film. thi is the stori of jonah and the whale as you'v never seen it befor - a stori where we learn that one of the best gift you can give - or get - is a second chance.phil vischer, mike nawrocki, tim hodg"
poetic justice,8291,John Singleton,"drama, romanceloss of lover, sadness, lo angeles, road moviein thi film, we see the world through the eye of main charact justice, a young african-american poet. a mail carrier invit a few friend along for a long overnight deliveri run.janet jackson, tupac amaru shakur, regina king"
all about the benjamins,13950,Kevin Bray,"action, adventure, comedyrecord store, sexuality, autograph, underwear, painting, safe, sexual attraction, motorcycle, juvenil delinquent, stoner, music store, hand on crotch, premarit sex, rais middl finger, employ employe relationship, cupcake, twenti something, money bag, sidewalk, storembucum jackson (cube) is a bounti hunter with a lot of attitud and no interest in take on a partner. work at martinez bail bonds, jackson ha unorthodox method of track down low-lif criminals, but they work, and one day he hope to becom hi own boss and open up hi own privat investig firm. reggi wright (epps) is a slipperi con artist who is avoid the law, and jackson. dure a cat and mous chase, the two stumbl on a multi-million dollar diamond heist. hide from jackson, wright find himself in the thieves' getaway van and end up have to escap from them after they discov their booti is fake, much to the displeasur of their ruthless boss (flanagan). when wright meet up with hi girlfriend (mendes), he discov that hi recent purchas lotteri ticket is the sole winner of $60 million. unfortunately, hi wallet, which held the ticket, wa left in the thieves' van, so he persuad jackson to help him get it back.ic cube, mike epps, tommi flanagan"
vampire in brooklyn,12158,Wes Craven,"comedy, horror, romancevampire, half vampiremaximillian, the lone survivor of a race of vampires, come to brooklyn in search of a way to live past the next full moon. hi ticket to surviv is rita, a nypd detect who doesn't know she' half vampir -- and maximillian will do whatever' necessari to put her under hi spell.eddi murphy, angela bassett, allen payn"
exorcist ii: the heretic,11586,John Boorman,"horror, thriller, fantasyexorcism, examination, pact with the devil, possession, priest, devil, demon possession, locustbizarr nightmar plagu regan macneil four year after her possess and exorcism. ha the demon returned? and if so, can the combin faith and knowledg of a vatican investig and a hypnot research specialist free her from it grasp?linda blair, richard burton, louis fletcher"
an american haunting,10008,Courtney Solomon,"horror, thrillerwitch, independ film, curse, suitor, familybas on the true event of the onli case in us histori where a spirit caus the death of a man.donald sutherland, sissi spacek, jame d'arci"
my boss's daughter,2830,David Zucker,"comedy, romancewhen a young man agre to housesit for hi boss, he think it'll be the perfect opportun to get close to the woman he desper ha a crush on – hi boss' daughter. but he doesn't plan on the long line of other houseguest that tri to keep him from hi mission. and he also ha to deal with the daughter' older brother, who' on the run from local drug dealers.ashton kutcher, tara reid, andi richter"
a perfect getaway,12403,David Twohy,"thriller, mystery, adventurehawaii, honeymoon, doubl murder, murderfor their honeymoon, newlyw cliff and cydney head to the tropic island of hawaii. while journey through the paradisa countrysid the coupl encount kale and cleo, two disgruntl hitchhik and nick and gina, two wild but well-mean spirit who help guid them through the lush jungles. the picturesqu waterfal and scenic mountainsid quickli give way to terror when cliff and cydney learn of a grisli murder that occur nearbi and realiz that they'r be follow by chanc acquaint that suspici fit the descript of the killers.milla jovovich, timothi olyphant, steve zahn"
our family wedding,34563,Rick Famuyiwa,"comedyinterraci marriage, wedding, duringcreditsstingerth week lead up to a young couple' wed is comic and stressful, especi as their respect father tri to lay to rest their feud.forest whitaker, america ferrera, carlo mencia"
dead man on campus,14557,Alan Cohn,"comedycollege, drug, fratern house, pot, teen suicide, autopsi roomjosh miller (tom everett scott) is a studiou and respons pre-m student enter colleg as a freshman. hi wild, hard-parti roommat cooper frederickson (mark-paul gosselaar), on the other hand, is a spoil rich kid who never studi and spend hi time get drunk and ogl co-eds. befor long, cooper' fun-fil lifestyl ha corrupt josh, and both are on the verg of flunk out.tom everett scott, mark-paul gosselaar, poppi montgomeri"
tea with mussolini,10368,Franco Zeffirelli,"comedy, drama, waritaly, hotel, loss of mother, ambassador, world war ii, loss of parents, widow, benito mussolini, independ filmsemi-autobiograph film direct by franco zeffirelli, tell the stori of young italian boy luca' upbring by a circl of english and american women, befor and dure world war ii.cher, judi dench, joan plowright"
thinner,10280,Tom Holland,"horror, thrillerblow job, curse, fat suit, steven kinga fat lawyer find himself grow ""thinner"" when an old gypsi man place a hex on him. now the lawyer must call upon hi friend in organ crime to help him persuad the gypsi to lift the curse. time is run out for the desper lawyer as he draw closer to hi own death, and grow ever thinner.robert john burke, joe mantegna, lucinda jenney"
"new york, new york",12637,Martin Scorsese,"drama, music, romancenew york, jazz, saxophonist, fall in lovean egotist saxophon player and a young singer meet on v-j day and embark upon a strain and rocki romance, even as their career begin a long uphil climb.liza minnelli, robert de niro, lionel stander"
